Sonde serial number                          	S2330527
Balloon release date and time                	2021-04-01T17:59:59
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C    %    °C   °   m/s     K         °          °  g/kg       m      °
   1     0.0        57 1003.1  22.5 81.5  19.2 123   0.7 298.2 23.188101 120.373802 14.02       0      0
   2     4.3        61 1002.6  23.3 90.7  21.7 128   0.3 299.4 23.186719 120.375582 16.44      27    218
   3     0.4        62 1002.6  23.4 91.4  21.9 140   0.2 299.5 23.186148 120.376313 16.65      39    230
   4     1.9        64 1002.3  23.4 92.0  22.0 154   0.2 299.6 23.185952 120.376547 16.80      43    229
   5     4.3        68 1001.9  23.4 92.2  22.1 161   0.2 299.6 23.185934 120.376548 16.86      45    229
   6     4.1        72 1001.4  23.5 91.4  22.0 166   0.3 299.7 23.185967 120.376488 16.80      45    229
   7     3.9        76 1000.8  23.5 90.4  21.9 170   0.3 299.7 23.185997 120.376440 16.62      45    229
   8     5.4        81 1000.4  23.5 89.6  21.7 174   0.4 299.6 23.186014 120.376419 16.44      45    230
   9     4.5        86 1000.0  23.6 88.8  21.6 178   0.4 299.7 23.186021 120.376419 16.39      45    231
  10     3.3        89  999.5  23.6 88.1  21.5 181   0.5 299.7 23.186020 120.376426 16.31      44    230
  11     3.0        92  999.1  23.6 87.8  21.5 184   0.5 299.7 23.186014 120.376430 16.23      44    229
  12     4.1        96  998.7  23.6 87.3  21.3 186   0.6 299.6 23.186010 120.376423 16.12      45    229
  13     3.3        99  998.3  23.7 86.3  21.3 188   0.7 299.7 23.186015 120.376408 16.06      46    231
  14     4.1       104  997.8  23.8 85.2  21.2 190   0.8 299.9 23.186021 120.376398 15.98      46    232
  15     2.9       106  997.4  23.9 84.3  21.1 192   0.8 299.9 23.186021 120.376399 15.90      46    232
  16     3.3       110  997.0  24.1 83.5  21.1 193   0.9 300.1 23.186018 120.376408 15.91      46    231
  17     4.4       114  996.6  24.1 82.9  21.1 195   1.0 300.2 23.186027 120.376414 15.87      45    232
  18     3.3       117  996.2  24.2 82.3  21.0 196   1.1 300.3 23.186049 120.376416 15.86      43    234
  19     3.7       121  995.8  24.4 81.6  21.0 197   1.1 300.4 23.186073 120.376418 15.85      41    237
  20     4.3       125  995.5  24.4 81.2  21.0 198   1.2 300.4 23.186092 120.376427 15.83      40    239
  21     2.1       127  995.1  24.5 81.0  21.0 198   1.3 300.5 23.186106 120.376442 15.85      37    240
  22     2.8       130  994.7  24.5 81.0  21.1 199   1.4 300.6 23.186122 120.376456 15.89      35    241
  23     3.4       134  994.3  24.5 81.1  21.1 200   1.4 300.6 23.186144 120.376464 15.94      33    244
  24     3.4       137  993.9  24.6 81.2  21.1 200   1.5 300.6 23.186168 120.376465 15.99      32    248
  25     4.5       142  993.6  24.6 81.4  21.2 201   1.5 300.6 23.186186 120.376464 16.05      32    252
  26     3.2       145  993.2  24.6 81.4  21.2 201   1.6 300.6 23.186197 120.376469 16.05      31    254
  27     2.9       148  992.8  24.6 81.2  21.2 202   1.6 300.7 23.186207 120.376482 16.05      29    255
  28     3.6       151  992.4  24.6 81.1  21.2 202   1.7 300.7 23.186220 120.376497 16.03      27    257
  29     2.7       154  992.0  24.6 81.1  21.1 203   1.7 300.7 23.186235 120.376507 16.03      26    260
  30     3.9       158  991.6  24.6 81.2  21.2 203   1.8 300.7 23.186250 120.376513 16.05      25    263
  31     3.2       161  991.2  24.6 81.3  21.2 204   1.8 300.6 23.186264 120.376517 16.07      25    267
  32     4.0       165  990.8  24.5 81.5  21.2 204   1.8 300.6 23.186277 120.376518 16.07      25    270
  33     3.8       169  990.4  24.5 81.6  21.2 205   1.8 300.6 23.186292 120.376523 16.08      24    274
  34     3.2       172  990.0  24.5 81.7  21.2 205   1.9 300.6 23.186307 120.376534 16.09      23    278
  35     3.6       176  989.6  24.5 81.9  21.2 205   1.9 300.5 23.186324 120.376551 16.10      22    284
  36     4.3       180  989.2  24.4 82.0  21.2 206   1.9 300.5 23.186344 120.376570 16.09      21    291
  37     3.8       184  988.8  24.4 82.0  21.1 206   1.9 300.5 23.186366 120.376582 16.07      21    299
  38     3.5       187  988.4  24.4 82.0  21.1 207   1.9 300.4 23.186389 120.376584 16.05      22    305
  39     3.5       191  988.0  24.4 81.8  21.1 207   1.9 300.4 23.186411 120.376576 16.02      24    309
  40     2.9       194  987.6  24.4 81.5  21.0 208   1.9 300.4 23.186428 120.376564 15.98      26    310
  41     4.1       198  987.2  24.4 80.9  21.0 208   1.9 300.5 23.186439 120.376557 15.92      27    311
  42     3.3       201  986.9  24.6 80.1  21.0 208   1.9 300.6 23.186448 120.376559 15.92      28    313
  43     3.1       204  986.5  24.7 79.4  20.9 209   1.9 300.8 23.186455 120.376572 15.92      27    316
  44     2.0       206  986.2  24.8 79.1  20.9 209   1.9 300.8 23.186466 120.376593 15.91      27    321
  45     2.9       209  985.8  24.8 79.2  21.0 210   2.0 300.8 23.186480 120.376616 15.94      27    327
  46     3.0       212  985.4  24.8 79.8  21.1 210   1.9 300.9 23.186498 120.376639 16.06      27    334
  47     3.9       216  985.1  24.8 80.7  21.2 210   1.9 300.9 23.186515 120.376657 16.25      28    339
  48     3.4       219  984.7  24.8 81.4  21.4 210   1.9 300.9 23.186529 120.376668 16.38      29    342
  49     4.4       224  984.2  24.7 81.5  21.4 211   1.9 300.9 23.186539 120.376672 16.40      30    343
  50     3.8       227  983.8  24.7 81.5  21.3 211   1.9 300.8 23.186549 120.376674 16.36      31    344
  51     4.4       232  983.4  24.7 81.5  21.3 211   1.9 300.8 23.186559 120.376678 16.34      32    345
  52     3.9       236  983.0  24.6 81.5  21.3 211   1.9 300.8 23.186575 120.376690 16.32      34    348
  53     3.5       239  982.6  24.6 81.6  21.3 210   1.9 300.7 23.186597 120.376709 16.32      36    352
  54     3.5       243  982.1  24.6 81.8  21.3 210   1.9 300.7 23.186622 120.376733 16.33      38    356
  55     3.5       246  981.7  24.6 81.8  21.3 210   1.8 300.7 23.186648 120.376756 16.32      41    360
  56     2.9       249  981.3  24.6 81.7  21.2 209   1.8 300.7 23.186672 120.376773 16.30      44     21
  57     4.8       254  980.9  24.5 81.7  21.2 209   1.8 300.7 23.186691 120.376784 16.29      46      3
  58     3.1       257  980.5  24.5 81.7  21.2 208   1.7 300.6 23.186704 120.376789 16.28      47      4
  59     3.0       260  980.1  24.5 81.7  21.2 207   1.7 300.6 23.186713 120.376794 16.27      48      4
  60     3.6       264  979.7  24.5 81.6  21.2 206   1.6 300.6 23.186721 120.376801 16.25      49      5
  61     3.8       267  979.3  24.5 81.6  21.1 204   1.6 300.6 23.186733 120.376810 16.23      51      6
  62     4.2       272  978.9  24.5 81.6  21.1 203   1.5 300.6 23.186748 120.376820 16.23      53      7
  63     4.1       276  978.5  24.4 81.7  21.1 201   1.5 300.5 23.186766 120.376831 16.23      55      8
  64     3.2       279  978.0  24.4 81.6  21.1 199   1.4 300.5 23.186786 120.376841 16.22      57      9
